,Year,Lg,Tm,W,L,T,Div. Finish,Playoffs,PF,PA,PD,Coaches,AV,Passer,Rusher,Receiver,Pts,Yds,Pts Def Rank,Yds Def Rank,T/G,Pts±,Yds±,out of,MoV,SoS,SRS,OSRS,DSRS
0,1929,NFL,Buffalo Bisons,1,7,1,10th of 12,,48,142,-94,Jolley,,,,,9,1,10,1,1,10,1,12,-10.4,0.4,-10.0,-4.7,-5.3
1,1927,NFL,Buffalo Bisons,0,5,0,12th of 12,,8,123,-115,Batterson,,,,,12,1,12,1,1,12,1,12,-23.0,-2.2,-25.2,-8.1,-17.1
2,1926,NFL,Buffalo Rangers,4,4,2,9th of 22,,53,62,-9,Kendrick,,,,,14,1,10,1,1,10,1,22,-0.9,-0.9,-1.8,-2.8,0.9
3,1925,NFL,Buffalo Bisons,1,6,2,15th of 20,,33,113,-80,Koppisch,,,,,16,1,16,1,1,15,1,20,-8.9,2.4,-6.5,-4.5,-2.0
4,1924,NFL,Buffalo Bisons,6,5,0,9th of 18,,120,140,-20,Hughitt,,,,,6,1,11,1,1,10,1,18,-1.8,-10.6,-12.4,-6.1,-6.4
5,1923,NFL,Buffalo All-Americans,5,4,3,8th of 20,,94,43,51,Hughitt,,,,,9,1,5,1,1,6,1,20,4.3,-0.5,3.7,-2.0,5.7
6,1922,NFL,Buffalo All-Americans,5,4,1,9th of 18,,87,41,46,Hughitt,,,,,9,1,4,1,1,6,1,18,4.6,1.7,6.3,-0.2,6.5
7,1921,APFA,Buffalo All-Americans,9,1,2,2nd of 21,,211,29,182,Hughitt,,,,,2,1,1,1,1,1,1,21,15.2,-5.0,10.1,5.0,5.1
8,1920,APFA,Buffalo All-Americans,9,1,1,3rd of 14,,258,32,226,Hughitt,,,,,1,1,3,1,1,1,1,14,20.5,-7.9,12.6,7.7,4.9
